Country Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,..,..,..,..,..,..,..,..,..,..,2024330000,1356870000,1373720000,1850380000,2839820000,4072500000,4503560000,5633400000,3576270000,4080300000,4193520000,3428910000,3631500000,4249190000,3641750000,4405320000,4433149739,5171190000,5053840000,5315940000
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,..,..,..,700390000,1321630000,1337250000,1485040000,1524200000,1702170000,1521820000,1242680000,978110000,1190490000,1895490000,2118950000,2326320000,4958510000,7919080000,4661990000,6582050000,7752770000,7845150000,7180100000,8942350000,8751020000,7238550000,7568297309,9742920000,9847530000,8615770000
Mexico,41050000000,1.0276E+11,1.38744E+11,2.00865E+11,1.30246E+11,90693960000,1.0677E+11,1.56595E+11,91745800000,1.54044E+11,1.25204E+11,1.26258E+11,1.03941E+11,1.22533E+11,1.71402E+11,2.39128E+11,3.48345E+11,3.97725E+11,2.34055E+11,3.52045E+11,4.54345E+11,4.0869E+11,5.25057E+11,5.26016E+11,4.80245E+11,4.02253E+11,3.52041E+11,4.17021E+11,3.85051E+11,4.13619E+11
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3468290000,..,3222750000,3509110000,3787240000,..,..,..,..,..,..,..
Morocco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69152110000,60087890000,52479840000,53831380000,52746800000,45927920000,57579718868,67048480000,61080780000,65415260000
Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,..,..,..,27665773.91,196377179.6,189000275.6,473547786.7,689198354.4,427520000,691512885.3,311229252.1,150479366.4,204821546.2,307715361.7,392630191.6,414662985.9,541782490.4,699549323.8,611601169.7,967706803.6,1176270000,1152430000,1303215313,1785790000,1924030000,1911300000,2336939067,2915230554,2461910000,2609010000
Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,1.19825E+11,1.69097E+11,1.70744E+11,1.81754E+11,2.24E+11,2.86651E+11,3.75358E+11,4.68631E+11,6.03182E+11,6.94055E+11,6.40456E+11,5.03023E+11,4.01268E+11,4.88647E+11,5.38664E+11,5.92836E+11,7.79543E+11,9.56158E+11,3.88721E+11,5.59195E+11,6.61099E+11,5.94637E+11,6.50811E+11,8.1784E+11,7.86574E+11,7.28486E+11,8.05724E+11,1.10011E+12,..,..
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,8823770000,14298000000,15324000000,25620870000,27117660000,31373000000,38290580000,30509230000,24783940000,28351500000,18613210000,17821780000,21761620000,33049760000,43731330000,40592460000,44816540000,47485600000,24209610000,35506850000,43515780000,44123760000,52870100000,65961560000,74415690000,74350500000,80048458702,94691280000,86132630000,1.0788E+11
Nicaragua,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,..,..,..,2142500000,2977300000,7777200000,12714500000,12559050000,10321670000,2939580000,..,..,2373940000,..,15865940000,22244000000,32830510000,84894570000,48062280000,32223400000,50546400000,39028390000,56205200000,80609900000,62766310000,49973880000,29792434000,37217620000,31520550000,43921600000
North Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,26129830000,21997200000,17840400000,27371140000,36459340000,44586980000,56877690000,66509410000,46420920000,63699920000,65774110000,69465400000,64169760000,95919910000,1.4143E+11,1.91079E+11,2.80851E+11,3.5492E+11,1.45906E+11,2.27233E+11,2.95288E+11,2.20936E+11,2.42765E+11,2.65377E+11,2.1937E+11,1.93896E+11,2.31257E+11,2.87192E+11,2.67382E+11,2.95549E+11
Oman,..,..,..,1611300000,2133000000,2378600000,3043640000,7495580000,4391690000,4177360000,4177360000,4063100000,5159950000,7256180000,9434910000,15268930000,16103990000,26682250000,20588940000,22468970000,28315950000,26863320000,30291300000,36766600000,37830490000,41123170000,23285264254,21298880000,18782400000,17119480000
Pakistan,..,..,..,12651700000,12927800000,9459210000,11660460000,11805320000,5418610000,7007800000,6624600000,4903400000,10168580000,16629330000,45595630000,45317280000,44906480000,69715390000,23354040000,31886980000,38007180000,32567930000,43673550000,57310840000,73468390000,66070330000,91863740000,..,..,..
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,..,..,..,436000000,761600000,831000000,1279510000,2175150000,3817400000,3482000000,2794000000,2602100000,3094500000,3220000000,4202600000,5962800000,7151400000,7203300000,7065200000,7722500000,8348000000,10681700000,12544000000,12570000000,13755890000,13174310000,13563970000,15023710000,15647730000,16841000000
Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,2962560000,3825030000,6138410000,7744350000,12960830000,11181680000,17514140000,11027250000,12592450000,..,..,..,..,..,..,..,..
Paraguay,..,..,..,..,..,..,387540000,423720000,366720000,312800000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,..,..,..,..,..,..,..,15495960000,9868500000,12091970000,9749910000,9790330000,11441440000,14125030000,18073730000,24139720000,40021560000,69386470000,37876760000,71662540000,1.03347E+11,81878190000,1.02617E+11,80977520000,78839860000,56555700000,81088973557,99217960000,93385360000,98964960000
Philippines,..,..,..,..,..,..,80648630000,31360600000,35297040000,42177840000,25980660000,21245370000,18507430000,23175720000,28601910000,39798720000,67851740000,1.02853E+11,52030600000,86349430000,1.57321E+11,1.65066E+11,2.29317E+11,2.1732E+11,2.61841E+11,2.3882E+11,2.39738E+11,2.90401E+11,2.58156E+11,2.75302E+11
Poland,..,..,..,..,..,4564210000,8373690000,12134750000,20460970000,29576810000,31279370000,26016650000,28380430000,37020270000,70530890000,94028510000,1.48849E+11,2.1162E+11,90815490000,1.50962E+11,1.90706E+11,1.38244E+11,1.77408E+11,2.04543E+11,1.68896E+11,1.3777E+11,1.38691E+11,2.01393E+11,1.60483E+11,1.51619E+11
Portugal,9410540000,9303260000,9746300000,12403140000,16259630000,18358980000,24480650000,38953480000,62954000000,68147740000,60680690000,46337810000,42845350000,58284740000,70240380000,66973400000,1.04187E+11,1.32239E+11,68876020000,98247200000,81996700000,61689890000,65519040000,79177900000,57774190000,59837190000,57255223905,75589628812,61933604857,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95506240000,76530570000,..,..,..,..,1.52576E+11,1.8586E+11,1.42556E+11,1.54824E+11,1.3061E+11,1.63047E+11,1.60051E+11
Romania,..,..,..,..,..,..,..,..,356590000,313690000,363790000,1103100000,2489000000,3403000000,10964000000,15857840000,25234970000,30642040000,15149440000,13072970000,14200970000,14023920000,..,..,..,..,..,..,..,26110300000
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.61736E+11,9.51296E+11,7.83555E+11,8.2534E+11,7.70657E+11,3.85927E+11,3.93238E+11,6.22052E+11,6.23425E+11,5.76116E+11,..
Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.18734E+11,3.5341E+11,3.38873E+11,3.73375E+11,4.67366E+11,4.83116E+11,4.2106E+11,4.48831E+11,4.51379E+11,4.96353E+11,2.40682E+12
Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,1426600000,3259900000,5365220000,10825400000,23721640000,12575890000,11415840000,1541580000,1791690000,..,..,..,..,..,..,..,..
Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1136540000
Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,34268500000,47593400000,48933600000,1.32668E+11,1.34089E+11,1.48004E+11,1.50044E+11,1.04438E+11,94986670000,1.92983E+11,1.52826E+11,1.15689E+11,1.01486E+11,1.48503E+11,2.17495E+11,2.5734E+11,3.84286E+11,5.39177E+11,2.64974E+11,4.81247E+11,6.47226E+11,5.98273E+11,7.65078E+11,7.44413E+11,7.52831E+11,6.39956E+11,6.40428E+11,7.87255E+11,6.87257E+11,6.97271E+11
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,..,..,..,2625990000,2935790000,1201900000,1209750000,1359710000,650480000,459970000,436180000,543500000,926730000,1294840000,2409060000,2457950000,5831440000,6910820000,5381080000,5091820000,4166890000,5430820000,4610560000,4801320000,..,..,..,..,..,..
Slovenia,..,..,..,..,..,..,..,1875520000,2984930000,2854000000,3099650000,3461290000,5577900000,7134130000,9676810000,7898880000,15181750000,28859820000,11799390000,12140920000,9428350000,6325860000,6474850000,7128430000,7519360000,6034990000,5262429994,6318340000,7266520000,7923300000
Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,1.36869E+11,1.84705E+11,1.64046E+11,2.17098E+11,2.59523E+11,2.77389E+11,2.41571E+11,2.3004E+11,1.68536E+11,2.59739E+11,2.04301E+11,1.47472E+11,1.81998E+11,2.60748E+11,4.4252E+11,5.4931E+11,7.11232E+11,8.28185E+11,4.827E+11,7.99024E+11,9.25007E+11,7.89037E+11,9.07723E+11,9.42812E+11,9.33931E+11,7.35945E+11,9.5132E+11,1.23098E+12,8.65328E+11,1.05634E+12
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,1.11449E+11,1.47819E+11,1.16224E+11,1.18668E+11,1.54984E+11,1.90571E+11,2.41028E+11,2.90383E+11,4.02163E+11,4.309E+11,5.04219E+11,4.68203E+11,4.61559E+11,7.26243E+11,9.40673E+11,9.5991E+11,1.32292E+12,1.79983E+12,9.48352E+11,1.43454E+12,1.17162E+12,1.03099E+12,9.95088E+11,1.11656E+12,9.92914E+11,7.87192E+11,7.04551E+11,8.88838E+11,7.23691E+11,7.97286E+11
Sri Lanka,..,..,..,..,..,..,..,..,..,1584030000,1074140000,1331530000,1680410000,2711070000,3657000000,5719990000,7768850000,7553170000,4285950000,9546660000,19923860000,19436990000,16974010000,18806550000,23665120000,20804110000,18678773847,18959520000,15575020000,15720540000
St. Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,92014740000,97055300000,78079270000,1.0051E+11,1.1926E+11,1.7255E+11,2.40382E+11,2.6471E+11,2.78707E+11,3.73278E+11,3.28339E+11,2.36514E+11,1.79117E+11,2.89877E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,1.57635E+11,1.89678E+11,1.94138E+11,2.70879E+11,2.84977E+11,3.98102E+11,4.00285E+11,5.75339E+11,6.89199E+11,6.78232E+11,7.92316E+11,5.27356E+11,6.12667E+11,7.27103E+11,8.29098E+11,9.38698E+11,1.21253E+12,1.27466E+12,8.80334E+11,1.06469E+12,1.22936E+12,1.08952E+12,1.23344E+12,1.5407E+12,1.49531E+12,1.51932E+12,1.40336E+12,1.6865E+12,1.44116E+12,1.83445E+12
Syrian Arab Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,..,..,..,..,..,..,..,..,..,171390000,231480000,398100000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,20453640000,38069100000,57278300000,1.28119E+11,1.271E+11,1.40278E+11,96697310000,22886210000,34252430000,57176550000,29217400000,35943180000,45504360000,1.19017E+11,1.1539E+11,1.23885E+11,1.40161E+11,1.97129E+11,1.03128E+11,1.76956E+11,2.77732E+11,2.68489E+11,3.89756E+11,3.54367E+11,4.30427E+11,3.48798E+11,4.32956E+11,5.48795E+11,5.00741E+11,5.69228E+11
Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,3418490000,3889100000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,..,..,..,..,..,4028260000,3762020000,2237120000,2172880000,2634730000,2815270000,2230470000,2130280000,2462960000,2572120000,2816490000,4233290000,5346930000,6337120000,9281860000,10651710000,9661970000,8886880000,8600520000,8743770000,8819260000,8450200000,8922590000,8328990000,8503230000
Turkey,..,..,..,36612690000,21605060000,20771720000,30311800000,61095030000,33645590000,1.12716E+11,69710920000,48387990000,36043970000,68379000000,98298000000,1.59997E+11,1.60875E+11,2.84531E+11,1.17584E+11,2.31676E+11,3.02443E+11,1.97074E+11,3.15198E+11,1.95746E+11,2.19763E+11,1.88862E+11,1.71765E+11,2.27512E+11,1.49264E+11,1.84966E+11
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38897400000,25654060000,..,..,..,..,..,5198000000,4415440000,..
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.26205E+11,1.07354E+11,1.38244E+11,1.31491E+11,93726650000,1.01328E+11,1.94517E+11,2.05059E+11,1.94844E+11,2.14294E+11,2.32632E+11,2.31841E+11,2.47209E+11
United Kingdom,8.49848E+11,9.89918E+11,9.54883E+11,1.15028E+12,1.14333E+12,1.32994E+12,1.71123E+12,2.06825E+12,2.29765E+12,2.95482E+12,2.57699E+12,2.1495E+12,1.85619E+12,2.42582E+12,2.81593E+12,3.05818E+12,3.78136E+12,3.84646E+12,1.86815E+12,..,..,..,..,..,..,..,..,..,..,..
United States,3.09345E+12,4.1596E+12,4.54584E+12,5.25108E+12,5.13774E+12,6.95203E+12,8.4805E+12,1.07701E+13,1.29226E+13,1.47774E+13,1.51078E+13,1.39837E+13,1.10544E+13,1.42663E+13,1.63237E+13,1.70009E+13,1.9569E+13,1.99223E+13,1.15903E+13,1.50773E+13,1.72835E+13,1.56407E+13,1.86683E+13,2.40349E+13,2.63306E+13,2.50675E+13,2.73522E+13,3.21207E+13,3.04363E+13,..
Uruguay,..,..,..,..,..,1300440000,283800000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",..,..,..,7800700000,4927900000,4285060000,10063460000,14580590000,7580420000,7453750000,8100000000,6215800000,3979600000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12365840731,33307101456,36854988298,25961620804,36705648755,45127428285,52426688090,58734029972,73222197645,1.2531E+11,1.32653E+11,1.49817E+11
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,602320000,453100000,512320000,418350000,461180000,777420000,3161510000,1933360000,1753310000,1820560000,2375360000,2449900000,2782470000,2859140000,3247480000,3187260000,3339200000,3390120000,3891490000,3734920000,3757500000
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,..,..,..,..,..,427960000,217050000,501770000,285830000,273540000,..,300000000,..,755650000,1649980000,2516720000,2952560000,..,..,..,..,3184470000,..,..,..,..,..,..,..,..
Zimbabwe,..,..,..,1437900000,1685100000,2130100000,3633060000,1929160000,956090000,2460690000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4334E+11,7.43474E+11,6.33862E+11,6.64615E+11,1.01514E+12,1.10575E+12,9.69091E+11,1.00052E+12,1.01985E+12,1.07982E+12,3.00873E+12
Caribbean small states,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19165450000
Central Europe and the Baltics,..,..,..,..,..,15902090000,26818810000,30419990000,37956660000,46398740000,47798880000,42484340000,69450720000,88903730000,1.62833E+11,2.05709E+11,3.20734E+11,4.85032E+11,2.1853E+11,2.46576E+11,2.79183E+11,2.13609E+11,..,..,..,..,..,..,..,2.40997E+11
Early-demographic dividend,..,..,..,..,..,..,6.91845E+11,6.90498E+11,4.93407E+11,8.21346E+11,6.30709E+11,4.97131E+11,4.9334E+11,9.89583E+11,1.46422E+12,1.93609E+12,2.71718E+12,4.36048E+12,2.06699E+12,3.89782E+12,4.90714E+12,3.88891E+12,4.57865E+12,4.68041E+12,5.02568E+12,4.48698E+12,4.8855E+12,6.21777E+12,5.381E+12,7.85188E+12
East Asia & Pacific,3.4405E+12,3.64901E+12,2.98034E+12,4.32971E+12,4.99186E+12,5.06339E+12,4.957E+12,3.43563E+12,3.79361E+12,6.6981E+12,4.93888E+12,4.00495E+12,3.80231E+12,6.05223E+12,7.21236E+12,8.79746E+12,1.1077E+13,1.6043E+13,8.51415E+12,1.33348E+13,1.59424E+13,1.37705E+13,1.57381E+13,1.73686E+13,1.95063E+13,2.1611E+13,2.11726E+13,2.65726E+13,2.17188E+13,2.38202E+13
East Asia & Pacific (excluding high income),..,..,..,..,..,..,..,..,..,..,..,..,..,8.73608E+11,8.50412E+11,8.3362E+11,1.73568E+12,5.32879E+12,2.24549E+12,4.39144E+12,5.27985E+12,4.66995E+12,5.24796E+12,5.41302E+12,7.63077E+12,9.57062E+12,8.85221E+12,1.06522E+13,8.10121E+12,1.04371E+13
East Asia & Pacific (IDA & IBRD countries),..,..,..,..,..,..,..,..,..,..,..,..,..,8.73608E+11,8.50412E+11,8.3362E+11,1.73568E+12,5.32879E+12,2.24549E+12,4.39144E+12,5.27985E+12,4.66995E+12,5.24796E+12,5.41302E+12,7.63077E+12,9.57062E+12,8.85221E+12,1.06522E+13,8.10121E+12,1.04371E+13
Euro area,1.03263E+12,1.17584E+12,1.06041E+12,1.36019E+12,1.52959E+12,1.7807E+12,2.13726E+12,2.63118E+12,3.66074E+12,5.53104E+12,5.31811E+12,4.36107E+12,3.49517E+12,4.96266E+12,5.94195E+12,6.11806E+12,8.3731E+12,1.00619E+13,4.98958E+12,6.01492E+12,5.90442E+12,4.9682E+12,5.65239E+12,7.09241E+12,6.41399E+12,6.12062E+12,6.17185E+12,7.94462E+12,5.55828E+12,7.84567E+12
Europe & Central Asia,2.19732E+12,2.51928E+12,2.33784E+12,2.98753E+12,3.18887E+12,3.81757E+12,4.67303E+12,5.78804E+12,7.14142E+12,9.85558E+12,9.30635E+12,7.51624E+12,6.38324E+12,8.77411E+12,1.01333E+13,1.06737E+13,1.41599E+13,1.63312E+13,8.23865E+12,8.56486E+12,9.01453E+12,7.5112E+12,8.491E+12,1.01327E+13,8.95714E+12,..,8.81743E+12,1.10705E+13,..,1.0429E+13
Europe & Central Asia (excluding high income),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.05448E+12,1.34565E+12,1.0564E+12,1.16787E+12,9.9263E+11,6.28663E+11,6.16992E+11,8.33978E+11,9.01693E+11,7.66801E+11,2.51716E+11
Europe & Central Asia (IDA & IBRD countries),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.23206E+12,1.56195E+12,1.2172E+12,1.34528E+12,1.21866E+12,8.17595E+11,7.73176E+11,9.9285E+11,1.12585E+12,9.47792E+11,4.25793E+11
European Union,1.16371E+12,1.31769E+12,1.17098E+12,1.50239E+12,1.7025E+12,2.02418E+12,2.47433E+12,3.01685E+12,4.07265E+12,6.04486E+12,5.80253E+12,4.72121E+12,3.81399E+12,5.45466E+12,6.24405E+12,6.31341E+12,8.67282E+12,1.05112E+13,5.19093E+12,6.24426E+12,6.17001E+12,5.17005E+12,5.85056E+12,7.33823E+12,6.61744E+12,6.29449E+12,6.35327E+12,8.20033E+12,5.76821E+12,8.07875E+12
Fragile and conflict affected situations,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55414900000
Heavily indebted poor countries (HIPC),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,9.1299E+12,1.07842E+13,1.02376E+13,1.28929E+13,1.36756E+13,1.61907E+13,1.85163E+13,2.09335E+13,2.48489E+13,3.25323E+13,3.00274E+13,2.60299E+13,2.20111E+13,2.92971E+13,3.41933E+13,3.73332E+13,4.5015E+13,4.94915E+13,2.7427E+13,3.41369E+13,3.89053E+13,3.40344E+13,3.95414E+13,4.85822E+13,5.00167E+13,4.79775E+13,5.09603E+13,6.19868E+13,5.48603E+13,2.68893E+13
IBRD only,..,..,..,..,..,..,..,..,..,..,..,..,..,2.06415E+12,2.61472E+12,3.26648E+12,5.23211E+12,1.11216E+13,4.99148E+12,1.01202E+13,1.2442E+13,1.02132E+13,1.15149E+13,1.14103E+13,1.31171E+13,1.41572E+13,1.42276E+13,1.76531E+13,1.41249E+13,1.67047E+13
IDA & IBRD total,..,..,..,..,..,..,..,..,..,..,..,..,..,2.08933E+12,2.68603E+12,3.35299E+12,5.33653E+12,1.13137E+13,5.0995E+12,1.02362E+13,1.26006E+13,1.03616E+13,1.16147E+13,1.15482E+13,1.32533E+13,1.42733E+13,1.44197E+13,1.77765E+13,1.42338E+13,1.67737E+13
IDA blend,..,..,..,17295200000,20636900000,21384020000,29807040000,28106550000,18784940000,12408070000,..,..,13973810000,..,69177570000,80083680000,96859380000,1.80915E+11,93452100000,92591320000,1.14042E+11,94391380000,99878750000,1.37921E+11,1.36235E+11,1.16044E+11,1.21656E+11,..,..,68983120000
IDA only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68983120000
Late-demographic dividend,..,..,..,..,..,..,..,..,..,..,..,..,..,1.32175E+12,1.49165E+12,1.74639E+12,3.02608E+12,7.44343E+12,3.33439E+12,7.02334E+12,8.39131E+12,7.11622E+12,7.76519E+12,8.00049E+12,9.42997E+12,1.09147E+13,1.06846E+13,1.27355E+13,1.0033E+13,1.19338E+13
Latin America & Caribbean,..,..,..,..,..,..,..,..,..,..,4.87883E+11,4.31432E+11,3.21792E+11,4.99231E+11,6.85578E+11,9.81782E+11,1.38967E+12,2.21831E+12,1.1324E+12,2.18731E+12,2.73357E+12,2.2587E+12,2.47935E+12,2.16097E+12,1.85687E+12,1.29528E+12,1.59117E+12,2.01723E+12,1.81502E+12,2.11339E+12
